area,rooms,floor,year_of_construction,price
50,1,1,2017,84914
100,4,4,1971,193930
53,2,4,2015,100787
116,4,10,1988,246347
103,4,7,1986,195711
64,2,1,1958,130955
116,5,4,1983,253123
113,5,3,2010,271466
117,5,8,1990,295240
100,4,7,1964,256994
86,4,8,1953,213847
92,3,6,1985,163024
109,5,9,2007,298066
57,2,10,1955,144719
79,2,10,2010,131438
77,2,7,1964,184840
85,4,3,2002,196220
96,4,1,1982,198457
107,5,10,1983,286524
58,1,2,1998,77016
50,2,6,2015,102210
112,4,8,2014,269714
68,2,3,1953,144207
97,3,2,1971,179406
117,4,9,1985,244730
95,4,7,1996,193366
107,4,8,1997,272054
101,4,10,2022,244159
64,2,9,1993,123583
78,2,2,1997,156859
57,1,6,1958,136203
97,4,5,1970,204959
59,2,6,2016,120778
86,3,2,2003,167302
118,4,5,2000,269686
80,4,4,1986,183636
92,4,6,1950,315640
69,3,8,1992,162557
100,5,7,1997,191015
111,4,7,1992,250242
115,5,7,1963,290243
120,4,4,2007,277828
60,3,4,1958,129352
57,2,9,1980,103071
96,4,8,1989,230914
85,4,3,2006,150104
108,4,2,1969,307083
70,2,1,1990,100166
103,5,1,1962,247105
88,3,5,1959,265577
118,4,5,2019,253797
118,4,2,1958,351382
67,2,4,1958,140924
96,3,10,1980,218220
58,2,5,1967,140352
65,3,7,1956,187161
77,3,8,2012,136080
115,4,9,1965,240548
104,5,2,1976,250383
120,4,3,1993,295137
106,4,9,1992,272152
98,4,6,2006,168343
106,4,7,1984,182511
65,2,7,1972,124780
109,5,10,1950,379072
100,5,5,2019,255168
95,3,4,1996,190474
88,4,8,1958,283400
97,3,8,1959,286963
83,3,6,2012,136837
119,5,9,1957,363050
94,4,7,2010,226612
61,2,8,1953,139504
87,3,6,1990,189840
83,3,4,1950,255812
117,5,7,1959,311040
116,4,5,2018,269225
100,5,4,1955,315876
79,2,1,2013,111611
51,1,8,1999,83700
88,4,6,1996,189101
117,5,1,1995,259917
70,3,9,1977,162870
70,3,9,2004,120754
81,4,10,1975,189841
89,4,10,1959,255517
60,2,4,2013,129968
84,3,7,1968,223940
58,1,1,1997,99266
53,2,8,2009,80060
90,4,3,2007,164726
108,5,3,2015,212200
96,3,7,1994,196255
88,3,9,1997,206969
107,5,4,2015,286377
92,4,2,1961,296869
56,1,2,2021,80039
112,4,2,2000,201728
78,3,6,1957,189120
118,4,2,2016,264016
55,1,1,1977,95097
110,4,9,2006,196812
97,4,2,2008,231731
94,3,6,2002,153683
89,3,3,1960,208164
78,3,1,2005,134932
75,3,3,2016,124572
70,3,3,2019,149587
85,3,2,2022,154762
83,3,10,1954,258677
91,3,6,1960,261373
101,5,2,1958,273312
74,2,10,2018,107587
97,3,7,1978,208979
81,4,7,1954,273979
88,3,1,1951,215233
50,1,10,2011,87751
92,3,2,1970,222404
78,2,6,1988,115105
67,3,4,1952,192224
62,3,1,1987,99917
71,2,4,1973,107513
62,3,2,2011,139063
115,5,3,2004,273169
91,3,5,1952,264393
55,1,6,1960,122470
111,4,3,1975,231302
63,2,5,1955,188075
61,2,4,1976,107609
61,2,7,2012,120873
84,4,6,1962,237941
64,2,5,1988,139251
90,4,2,1971,236577
51,2,3,1995,101691
79,3,5,1959,182298
95,3,3,1984,208882
90,3,10,1962,194141
109,5,8,1961,382822
100,4,7,1974,231679
62,2,2,1973,121149
93,4,10,1994,171551
113,4,8,1969,306873
86,4,9,1951,297242
114,5,4,1957,328554
59,2,2,1982,92348
101,5,5,1978,232191
61,2,4,1988,107595
51,2,10,2016,87059
109,5,9,2001,286541
98,4,1,2017,194445
83,4,3,1990,205241
61,3,7,1995,126949
113,5,10,1985,243456
90,4,1,1979,152364
99,3,2,2016,188845
110,5,10,1956,365727
91,3,9,1987,200349
95,3,5,1961,221603
56,2,3,1975,90359
88,3,3,1976,192001
109,5,3,1979,210076
65,2,5,1952,153212
103,5,7,1970,217412
68,2,2,1994,117286
61,2,3,1963,112560
78,3,5,1956,195165
108,4,7,1976,251603
100,4,3,2013,220726
110,4,7,2017,276444
77,3,6,1967,211082
119,4,8,1987,284556
99,4,8,1977,185047
72,2,2,1981,140520
94,4,7,2000,224631
78,3,2,1997,169223
99,4,6,1954,255933
58,1,6,2005,105943
61,3,5,1956,158072
104,5,10,1987,252389
82,3,9,2013,157886
101,5,2,2011,190421
100,4,7,1998,227465
50,1,3,1978,84360
93,3,10,1981,215992
72,3,3,1958,206742
120,5,3,2013,248658
68,3,6,1998,112676
109,4,10,2016,189819
84,3,8,2021,141315
109,4,9,1964,235708
90,4,10,1960,278675
70,3,1,1971,143733
118,5,7,1995,322478
99,4,9,1967,287356
68,2,3,2011,111100
59,1,9,1983,110359
65,3,1,1992,104933
64,2,4,1957,186378
67,3,10,1986,148070
95,4,2,1974,242236
55,1,8,2019,73278
53,1,9,1971,83911
116,5,4,2016,285222
103,5,2,1976,281549
76,3,8,1953,243212
111,5,3,1959,280245
92,4,4,1981,209580
60,2,1,1983,94895
112,4,6,1955,394542
58,2,10,2005,117479
110,4,6,2015,215212
119,4,1,1977,228095
99,3,5,1965,212522
86,4,4,1963,194757
64,2,6,2006,109189
94,3,1,2012,148267
105,4,3,1963,242166
103,5,7,1965,294356
80,3,7,1981,174002
101,4,7,1953,328615
86,4,10,2021,215403
62,2,6,2005,133863
66,3,7,1987,133733
54,1,2,1960,138035
84,4,4,1973,163906
96,4,5,1975,190453
106,4,8,1958,314944
81,3,6,2000,145913
58,1,3,1964,127275
59,2,9,1951,149070
60,2,7,1992,108389
119,4,6,1979,304925
50,1,8,2017,95772
86,4,2,2022,197634
68,3,7,2013,146020
50,2,3,1992,92439
114,5,6,1979,224962
95,3,1,1972,183966
78,3,3,1993,181878
115,5,7,1983,286956
91,4,9,2010,213004
74,2,6,1978,119507
72,3,4,2017,133071
110,5,1,1971,225634
116,5,2,2009,309328
103,4,2,1974,184027
103,4,3,1967,290726
89,4,1,1964,193474
55,1,3,1974,88803
73,3,4,1967,181051
60,2,3,1967,112549
68,3,2,1988,110924
58,2,7,1974,116263
89,3,7,1986,200617
113,4,3,1966,331370
86,4,5,2019,183401
95,4,5,2016,209257
84,4,7,1986,145886
56,2,2,1975,100034
107,5,9,2007,234944
100,4,7,2019,194867
94,3,5,1993,172245
64,2,3,2003,108716
75,2,2,2000,143284
56,2,5,1997,121223
80,4,5,2016,173074
72,3,7,1969,180691
97,3,8,2018,228713
78,2,9,1954,199631
99,3,4,1996,207954
61,3,9,1991,125221
79,3,4,2015,167227
109,4,7,1969,278645
87,4,1,1969,164985
112,5,1,1990,266731
70,2,4,2010,143121
112,4,3,2003,277090
61,2,9,1984,131387
80,4,3,1956,264626
109,5,8,2018,270941
119,4,6,1979,254388
103,5,6,1958,370538
84,3,3,1964,223085
92,3,10,2007,216444
88,3,3,2003,165701
78,2,6,2003,159832
117,5,8,1971,323436
53,2,4,1980,80826
51,1,4,2005,95810
71,2,3,1968,119698
103,4,6,1999,256908
93,3,8,2001,187998
71,3,7,2021,118985
74,2,9,1978,154789
105,4,2,1995,266553
53,1,2,2001,70610
82,4,2,2003,184918
112,4,4,1965,234716
62,2,7,1991,99622
109,4,10,1993,221289
114,5,1,2001,226147
99,3,2,2016,197981
91,3,6,1973,180791
66,2,7,1995,103957
104,5,1,1968,216723
117,5,3,1953,430848
93,3,2,2006,195380
106,5,7,2008,214205
107,5,4,1991,256625
113,4,1,2018,195360
85,4,10,1993,166625
120,4,10,1953,335224
56,1,9,1973,89877
57,1,5,1969,99083
93,3,8,1989,220569
92,4,2,1992,191686
111,4,3,1961,342931
81,4,8,1963,251685
69,2,10,1974,109267
105,5,10,1975,266428
76,3,1,1998,132816
111,4,1,1961,252371
101,4,6,1972,249544
96,3,6,1974,208750
113,5,6,1987,292421
53,1,5,1988,103445
58,2,7,1970,135591
67,2,4,2021,138095
85,4,6,1967,195305
62,3,1,1998,122503
68,2,9,2022,140804
67,3,3,1970,170898
77,3,1,1989,151302
94,3,2,1986,157189
62,3,10,1978,137709
95,3,3,1961,253198
100,4,4,1974,220201
78,2,6,1990,157275
56,1,7,2013,100363
86,4,1,1981,160280
104,5,2,1964,267028
90,3,2,1970,226061
92,3,1,1965,206349
103,4,5,1978,212429
74,2,7,1997,146476
55,1,7,1983,76602
93,4,5,2021,211647
63,2,6,2008,129998
50,2,7,2004,80224
82,3,9,2001,157089
62,3,7,1956,147892
69,3,2,1957,172267
50,1,10,1965,88689
68,2,1,1989,97592
92,3,3,1978,169215
54,2,9,2013,105369
54,1,4,2022,71769
78,3,5,1964,201358
59,2,3,1978,109955
57,2,7,2004,91073
95,4,4,1961,237140
82,3,5,1987,182662
98,3,8,2007,230634
86,3,8,1992,195620
81,3,5,2018,175228
106,5,5,1982,221192
98,3,4,1965,226651
113,4,6,1982,252356
75,3,7,1999,151709
115,5,1,1975,259596
115,4,8,1997,286148
88,4,2,1967,248123
86,4,3,2003,176210
109,4,10,1953,280259
102,5,4,1957,327289
104,5,5,1960,313557
67,3,7,1987,141467
53,1,7,2017,93082
104,5,3,1987,235555
87,4,8,1985,176696
76,3,7,2018,163274
81,4,8,1968,188527
53,2,3,1999,108306
118,4,10,2018,268771
89,4,6,1953,279881
117,5,5,1996,271419
70,3,2,2000,119598
97,3,1,2011,171658
54,2,6,1997,90633
106,5,7,1979,207968
103,5,9,1982,219061
83,4,5,1991,144715
101,5,9,2012,234055
71,3,5,1984,133267
110,5,3,1999,215328
98,4,3,2005,248380
88,3,1,2004,139604
101,5,8,1997,218629
64,3,7,1967,132048
105,4,5,1993,220035
77,2,9,1955,195050
89,4,7,1998,227304
62,2,8,2018,107136
82,4,2,1975,148443
100,4,6,1975,188858
101,4,6,1976,230525
103,5,9,1980,196896
76,3,7,1998,120964
110,4,3,1965,273105
104,4,2,2018,222617
59,1,10,2009,98235
101,5,4,1980,191600
102,4,2,2002,261834
52,2,6,2009,94610
81,4,7,1967,197547
116,4,4,1999,246501
116,5,2,1959,344164
69,2,8,1974,105892
75,2,8,1993,147848
57,2,9,1961,144498
80,4,4,1986,186959
67,3,6,1985,150797
63,3,7,2008,118321
73,2,10,1983,111755
78,2,2,1971,148256
52,2,8,1997,91607
82,3,3,1994,184085
111,5,10,2020,284286
77,2,6,1993,131690
108,4,9,1959,252960
85,3,7,2006,149996
85,3,1,2015,131236
76,2,3,1987,137233
107,4,1,1989,214742
64,3,4,1968,157771
57,2,7,1989,108979
107,5,8,2017,235942
72,2,4,1982,136639
55,1,8,1952,124914
113,4,2,1962,358293
77,3,1,1956,195503
96,4,9,2012,177121
99,3,6,2017,229530
91,4,7,2018,186209
97,4,10,1972,247527
101,5,7,1973,238241
51,1,1,1988,63854
109,4,1,1951,277495
96,4,9,2022,187157
109,4,6,1983,270315
114,5,8,1990,272368
101,4,3,1973,248586
62,3,4,2002,125855
77,2,4,2000,117936
95,3,7,1968,218261
107,5,9,2019,207410
120,5,10,1995,265307
67,3,2,1993,155644
111,5,7,1971,287109
75,3,7,1953,172313
72,2,6,2006,111994
87,3,10,1976,193864
75,3,10,1969,186762
99,4,1,1993,171133
69,2,2,1956,179996
110,4,4,1991,239704
91,4,6,1983,169988
90,3,7,1962,202064
85,3,3,2014,168103
92,3,2,1971,175695
88,3,2,2004,197299
93,3,9,1961,203351
50,1,6,1982,91197
109,4,7,2014,270431
97,4,7,1962,216341
109,4,7,2005,269671
77,2,10,1981,143841
86,3,1,1986,171229
78,3,10,1990,147051
100,4,8,1952,272842
113,5,3,1972,283877
101,4,6,2005,259816
69,3,7,1991,133763
67,3,2,1985,133579
67,2,10,1967,116623
68,3,4,2012,137909
109,5,10,2020,240392
105,5,3,1983,278262
51,2,9,2005,94343
107,5,7,1954,335006
111,4,4,1957,294502
117,4,6,1968,267575
67,3,6,1975,123900
107,5,7,1996,258844
92,4,1,1992,213625
90,3,7,2017,175152
55,1,3,1953,116295
101,4,7,1998,206037
66,3,3,1961,151463
108,4,4,1956,283281
93,3,2,1966,195054
62,3,9,1960,139558
110,5,2,1984,207892
65,3,7,1985,143057
51,2,4,2012,103675
79,2,4,2004,157391
90,4,3,1954,296696
103,4,1,2018,226728
62,3,10,1961,132389
62,2,6,1988,124667
65,3,6,1957,160157
71,3,3,1966,136139
65,2,2,2003,117651
100,4,7,1964,263425
70,3,10,1953,183240
120,4,7,1990,217312
103,4,2,2004,197308
54,1,6,1962,123004
80,3,3,1957,250328
109,4,10,1985,266582
100,5,1,1951,336832
68,2,4,2021,133601
112,4,8,2000,197109
113,5,2,1977,292284
65,3,8,1991,110688
96,3,7,1960,254859
56,1,9,1992,81295
58,2,4,1993,120355
98,3,6,1964,245278
87,4,6,1992,175667
52,1,7,1966,84527
66,3,2,2011,106614
89,3,4,2017,186981
67,2,1,1979,108227
60,2,2,2012,95404
60,2,1,2015,87727
67,3,1,1995,105539
120,5,6,1984,325617
116,5,9,1952,405639
85,3,6,2018,177531
80,3,1,1994,118189
50,1,7,1996,90994
81,3,4,1969,203100
66,3,2,1951,183486
58,1,5,1987,95035
104,5,8,1982,226717
77,2,6,2005,130011
81,3,6,1951,248372
95,3,7,1983,202872
106,4,3,1992,223988
62,3,7,1956,188681
62,3,6,1991,114709
66,3,1,1958,135763
87,4,5,1970,168310
101,4,2,1965,225120
53,2,1,1982,73852
95,4,2,1976,183752
113,4,10,1993,273648
62,2,3,2004,99635
94,3,6,1983,189349
105,5,7,2022,239688
110,4,7,1995,236855
89,4,1,2005,199942
56,2,8,2019,93862
61,2,7,2010,120195
100,5,2,1960,262312
61,3,10,1999,123003
90,3,8,2007,184049
50,1,4,1962,105506
111,4,9,1959,251857
60,3,6,2004,103267
81,3,4,1982,150544
82,4,6,1966,174920
81,3,6,2003,188659
71,2,5,1954,164806
58,2,8,1950,130263
65,3,4,2005,150958
112,4,6,1971,232665
54,1,5,2022,86198
60,3,10,2003,98427
100,4,1,2010,190748
66,2,2,2009,137838
63,3,9,2003,132237
80,3,10,2003,187982
107,4,5,2008,199701
107,5,5,1977,266371
110,5,7,1964,340692
111,5,10,2015,230152
68,3,8,1986,134511
86,4,2,1987,206260
95,4,5,1967,205200
112,4,2,1976,275293
118,4,1,1984,271564
117,5,8,2006,307076
99,3,10,1983,166341
96,3,2,2011,186165
108,5,2,1991,250776
104,5,1,1953,356672
112,5,3,2014,268832
119,5,8,1982,287345
87,4,3,1957,277025
102,4,2,1978,210113
108,5,5,2004,228791
91,3,5,2008,182322
114,5,7,1980,262824
64,3,9,1976,123670
74,3,5,1976,142553
82,4,8,1989,188552
52,1,3,1974,101890
91,3,8,2007,197106
90,4,8,2001,227358
63,3,5,1979,146905
58,1,7,1971,83812
59,1,10,1991,98093
68,2,6,1958,177416
62,2,4,1984,101855
91,3,8,2020,159234
53,2,10,1962,140055
109,4,7,1978,239247
119,5,1,1986,244600
97,3,5,1951,245262
57,2,8,1989,98461
107,4,6,1954,376545
90,4,7,2008,222404
82,4,1,1993,167389
70,3,2,1997,143766
65,2,1,1980,121659
58,2,6,1974,98130
66,2,10,1988,135581
99,4,8,2022,251527
83,4,3,1972,218617
63,2,9,2006,96469
72,3,10,1970,185127
72,3,6,2015,114498
84,4,4,1985,157820
74,3,1,1966,158649
111,5,1,1998,205892
110,4,2,1983,190265
53,2,6,1964,125944
99,3,9,1985,209711
89,3,6,1977,151522
77,2,1,2008,133554
94,3,4,1950,325663
93,4,10,2014,222366
94,3,9,1982,191665
73,3,1,2021,154770
63,3,9,2005,115109
75,2,2,1965,160202
55,1,7,2012,78077
66,2,2,1976,97794
71,3,3,2007,156261
80,4,9,1992,150548
69,3,10,1976,120362
116,4,3,2007,226467
60,3,4,2017,137826
83,4,1,1973,139460
92,3,2,1966,227934
116,5,10,1998,271981
94,3,10,1967,242866
52,2,4,1994,96017
52,2,1,2003,81804
70,3,6,1980,128155
54,1,1,2016,91226
93,4,9,1983,179861
77,3,2,1965,177638
77,2,6,2010,125431
93,4,9,2020,185844
85,3,2,2003,197596
91,4,9,1995,183844
76,2,8,2014,142548
75,3,8,2010,147894
58,2,2,1967,101006
66,3,3,1973,160967
90,4,8,1953,327480
91,4,5,1996,167837
106,5,3,1958,346473
72,2,4,2005,150051
95,4,1,1988,167141
95,4,10,2018,173720
115,5,1,2006,253348
62,2,3,1967,118500
105,4,3,1985,223540
117,4,6,2012,232022
55,2,2,1981,101839
117,4,2,1994,267160
70,2,5,1965,148353
52,1,2,1984,87971
109,4,8,1969,260712
57,1,4,1999,83153
83,3,8,1997,168432
94,4,8,2017,176807
93,3,6,2001,178661
60,2,3,2004,130004
88,3,10,2001,168593
100,4,8,2020,231430
55,2,6,1998,91058
92,3,2,1961,219582
99,4,4,1991,181088
81,4,8,1988,159536
79,3,10,1960,185231
101,4,4,1956,266110
63,2,6,2016,100784
98,4,2,2000,188310
67,2,5,2021,115109
117,5,9,2004,224916
59,1,4,2011,100193
84,3,3,2008,137315
93,3,2,2003,175569
93,4,4,1958,232601
83,3,7,1976,184232
114,4,6,1992,261798
78,2,3,1969,182441
77,3,7,2018,176530
68,2,3,2003,131699
111,5,1,1980,195300
110,4,10,1989,222036
101,4,5,1961,288134
93,4,3,1950,341013
107,4,3,2012,229204
69,2,10,2005,104136
88,3,9,1969,189076
112,4,2,2012,216934
102,5,3,1964,258073
52,2,3,2021,109667
66,2,5,1985,136781
57,1,8,1979,107571
58,1,3,1952,119836
82,4,9,1979,202283
108,5,6,2015,269795
104,4,6,1951,293078
120,4,5,2013,302523
117,5,1,1954,348319
119,5,8,1983,245290
53,2,3,2003,115225
95,4,1,1964,241319
90,3,6,1996,196859
58,1,10,1956,134068
68,2,5,1998,108318
54,2,10,1972,95258
62,3,8,2019,115793
85,4,9,1955,233190
80,4,2,2013,172508
58,1,7,2009,93073
96,3,1,1958,248600
58,2,6,1986,102724
84,4,4,1963,179253
102,5,5,2000,278258
84,4,8,1966,206310
65,2,3,1962,163802
59,2,4,1951,130103
79,2,3,1955,210235
64,3,1,2022,137681
51,2,8,1997,104954
71,2,6,1950,224631
82,4,10,1964,243432
65,3,10,1954,214336
101,4,9,1999,241218
54,1,4,1963,122562
64,3,4,2009,104263
85,4,1,2020,154954
116,5,9,1970,253969
93,3,3,1963,238461
114,5,5,1989,254678
67,2,10,1985,140208
103,4,7,2000,210038
60,3,6,1982,136286
113,4,3,1950,374318
110,5,7,1968,305300
75,2,1,1967,117071
110,5,7,1974,295816
94,3,8,1990,183861
95,3,1,1966,163483
106,4,7,2015,252435
74,2,3,1970,137305
50,1,10,1951,127368
98,4,6,1962,218680
71,3,1,1966,177205
117,5,4,1986,240123
83,4,8,1969,167807
90,3,8,2005,204287
75,2,6,1980,157258
105,5,7,1964,274689
57,2,5,1976,96398
99,4,9,1996,213963
56,2,5,1972,102741
93,3,1,1953,201629
63,3,2,1959,142057
99,4,1,1970,227910
104,4,10,1992,250860
67,2,9,2021,105876
109,4,4,1993,254191
88,3,1,1982,177278
58,2,10,2010,117482
85,3,8,1960,233336
100,5,5,2002,206568
111,5,3,1988,298526
77,3,3,1952,232471
93,3,2,1994,162138
86,3,5,1990,178279
50,2,2,2003,84511
66,2,2,2018,111590
80,4,5,2008,197385
56,1,9,1951,149764
100,5,10,1983,268890
107,4,3,2021,219173
51,1,3,1965,113789
78,2,6,2009,139006
52,1,5,2005,80791
75,3,10,1975,149218
112,4,7,2003,281683
105,5,3,1971,251901
100,4,7,1991,254504
93,4,4,2020,159645
117,5,3,1950,359087
115,4,10,2012,234656
51,2,5,1953,122685
114,5,6,2009,302885
99,3,6,2013,199325
55,1,6,1959,123044
101,5,2,1977,210319
112,5,1,1998,252326
81,3,3,2007,159616
87,4,6,1953,258108
105,5,10,1988,288600
101,4,2,1968,286931
95,3,5,1983,189030
61,2,9,1995,91176
86,3,5,2006,156903
73,2,3,1972,128488
110,5,6,1971,226747
73,3,2,2000,153452
63,2,10,1974,103304
88,3,7,1990,201488
60,3,6,1987,118290
89,4,2,2001,210674
71,3,5,1969,176659
79,3,2,2007,169048
119,4,1,2004,212518
60,2,6,1972,110124
63,3,4,2002,114931
73,2,9,2013,138507
56,2,8,1973,100817
64,3,7,2003,140721
113,5,4,1989,282277
54,1,10,1960,133638
93,3,10,2000,156459
82,4,3,1997,170181
88,4,5,1986,154538
72,3,2,2013,150642
108,4,2,2020,231930
100,4,10,1953,360578
119,5,3,1952,412011
79,3,5,1975,169538
74,2,8,1984,129486
63,3,2,2007,141573
89,3,10,1963,258848
62,3,5,1970,127651
96,4,3,1960,225981
110,5,4,1999,206183
80,3,6,1955,257050
109,4,1,1953,297516
103,5,1,1958,276257
54,2,5,1966,114824
103,4,5,1979,196185
98,3,6,1952,258137
64,3,3,1955,159351
102,4,4,2002,196482
68,2,1,2015,129704
52,2,1,1989,95919
71,2,7,1973,112880
109,4,5,2005,217216
68,3,10,1978,108754
117,5,10,2013,306459
98,4,1,2008,153052
75,2,8,2013,162826
88,3,8,1990,170806
59,2,2,2000,124989
80,4,3,1976,186941
103,5,1,1995,218234
68,3,8,2015,143692
114,5,10,2018,310676
100,5,6,2006,199184
108,4,4,1976,239845
101,4,2,2013,195821
56,2,9,1971,96332
104,4,5,1963,282294
79,3,2,1998,141750
95,4,1,2010,186774
100,5,2,2011,197885
91,4,4,1955,291611
85,3,10,1984,154960
80,4,10,1974,207199
90,4,5,1964,215823
63,2,9,1959,131785
80,3,9,1982,131002
90,4,5,2022,203292
54,1,2,2017,100466
60,2,1,1951,127963
92,3,10,2009,160398
120,4,6,2005,241317
89,4,5,1959,237966
80,3,8,2014,171476
99,3,9,1983,166820
75,3,3,1976,159393
54,2,3,1969,93203
72,3,4,2017,114882
54,2,9,2004,113480
100,5,3,2007,193491
100,4,3,2003,238488
115,5,10,1953,409864
119,4,1,2009,195950
110,5,5,2015,300245
61,3,8,1984,111236
75,3,6,1977,134815
117,5,10,1961,374225
114,4,10,2000,286262
59,2,3,1961,144368
119,4,3,1987,218920
80,4,3,2012,143212
83,3,10,2011,186627
98,4,7,2022,175090
118,4,10,2004,210989
115,5,2,2007,222553
105,4,10,1987,253476
93,3,1,1985,158825
112,4,3,1980,225914
88,3,2,1997,173486
71,3,5,1951,181678
80,3,1,2013,118869
119,4,4,1967,267241
120,4,4,1999,248982
78,3,7,1968,152700
59,1,7,1989,95307
105,4,10,2014,200615
107,4,1,1997,186632
55,1,9,2021,100694
116,4,9,2002,223199
96,3,3,1960,216897
50,2,9,2017,97334
87,4,2,1963,251565
91,4,1,1997,148876
95,4,5,1995,170183
114,5,10,1991,250513
116,4,4,2022,296106
60,2,3,1977,121798
72,3,2,1984,156319
98,3,1,1969,233793
110,4,3,2021,249686
53,2,10,1992,109754
115,5,9,2001,216698
95,4,10,1951,329808
81,3,10,2020,140597
92,3,8,2022,154503
75,3,1,2008,109233
66,3,6,1987,119814
79,3,5,2018,178547
69,3,10,1988,127736
58,2,9,1994,95566
89,4,8,1973,183297
98,3,3,1974,158668
114,4,3,1973,263179
93,3,10,1974,184039
59,2,7,1965,136835
71,3,6,1972,154082
113,5,5,1998,233955
104,4,1,1994,175191
115,5,7,1955,339449
118,4,1,1959,326112
61,3,7,2007,124418
98,4,5,1985,193076
78,2,6,1982,125513
89,3,7,1985,160183
106,5,7,1973,237471
109,4,8,1977,251837
67,3,1,2016,113097
62,3,9,1958,185777
54,2,10,1990,107407
57,1,1,1999,86618
80,3,6,1993,148656
114,5,6,1973,290974
54,2,5,1977,96891
75,2,2,1975,114408
102,5,2,1951,384771
84,4,3,1982,204636
108,4,2,1965,285186
66,3,1,1955,174806
83,4,9,1958,263557
86,4,10,1953,310154
65,3,5,1950,167964
107,5,2,2015,225820
60,2,8,2010,94311
107,5,6,1984,292636
110,4,9,1997,275264
86,3,6,1992,195759
64,2,6,1986,104154
62,3,9,2002,130810
97,3,3,2000,200019
114,4,2,2017,281706
99,3,9,2014,183165
50,2,9,1978,107158
116,5,5,2019,235461
58,1,10,2004,108825
112,5,2,2021,249074
72,2,4,1971,118829
99,4,2,2013,216053
114,5,1,2007,198013
52,1,7,1985,100108
108,5,6,1999,213573
108,5,10,2013,275479
58,2,5,1963,122477
71,2,5,1982,134476
109,5,9,2005,251446
97,4,1,2001,155367
116,5,3,1955,438508
73,3,1,2015,151435
98,4,9,1971,259025
108,5,7,1989,201030
84,3,2,1979,188471
105,4,5,2019,203802
88,4,2,2015,164254
54,2,10,1974,118248
100,5,2,2019,266924
64,2,3,1974,137425
92,4,1,1979,171082
109,4,2,2002,187056
94,3,6,1999,191372
103,5,6,1984,204059
82,3,4,1951,247052
61,3,9,1986,123688
60,2,5,2009,119403
74,2,2,1959,200141
106,5,9,1985,210712
108,4,4,1984,187921
76,3,5,1999,154932
106,5,3,2013,253466
51,2,8,2005,110762
101,5,3,2019,193086
84,3,5,1992,165763
109,5,9,2004,230047
53,1,9,1993,83513
118,4,9,1964,313048
119,5,2,2014,295510
117,4,9,2016,216159
97,3,7,1978,229057
80,3,2,1973,154262
84,4,5,2021,157034
62,3,7,1962,156860
94,3,3,1951,244561
86,3,8,2021,173592
50,1,7,1984,93789
54,1,4,1991,76748
114,5,10,2010,264069
57,1,6,2007,105837
71,3,5,2005,159568
67,3,1,1990,144412
63,3,1,2009,110534
59,1,4,1975,83171
97,3,8,2008,172668
93,4,1,1969,231124
98,3,3,2004,219413
96,4,4,1963,231788
74,2,5,1958,215699
117,4,4,1993,290027
110,4,2,2008,267437
115,5,4,2020,315572
52,2,10,1969,103408
74,3,10,1951,225696
96,4,7,1960,218776
90,4,4,2022,217644
78,2,6,2010,115521
76,2,6,1986,155343
75,3,3,1956,219654
113,5,8,2016,294299
55,1,5,1983,102701
107,4,5,1990,271308
91,3,2,2015,213605
120,5,6,1954,320477
72,3,7,1966,170490
58,1,5,1993,90212
112,5,10,1997,262145
87,3,6,1987,195980
89,3,10,1983,165972
77,2,1,2014,107279
109,5,4,1989,261217
51,1,10,1971,94871
71,3,3,2018,140698
61,3,3,1954,175250
69,3,5,2000,133288
90,4,3,2011,207703
60,2,9,1991,115598
118,4,10,1999,225862
84,3,10,1990,156248
87,3,8,1992,146031
53,1,8,1966,86540
111,5,4,1956,378943
57,1,2,1958,132574
64,3,7,2021,113703
79,3,1,1985,147100
83,3,2,1975,163179
71,3,6,1968,180785
103,5,2,1968,322205
54,2,10,1972,86217
118,5,1,1971,271738
94,3,7,2000,163236
86,3,3,2000,185296
55,2,5,1987,81929
52,2,5,1975,91659
85,3,5,2000,154566
51,2,1,1984,76506
106,5,7,1961,260038
83,3,8,1993,143409
76,3,9,1976,125471
78,3,7,1985,136530
95,4,8,2002,193777
55,1,4,1969,111181
82,3,4,1968,148192
77,2,6,1998,136738
80,3,8,2022,168597
75,3,3,1979,154121
75,3,5,2003,140223
66,2,10,1963,162925
112,4,9,1958,369069
102,4,3,1964,239037
113,4,4,2014,247392
110,4,2,2016,262184
107,5,8,1967,264629
113,4,7,1998,226290
91,3,1,1970,191610
87,4,6,1974,204498
108,4,10,1977,213753
96,4,8,2014,235589
87,4,1,1981,174130
104,4,6,1982,259121
97,4,10,1965,200423
107,4,3,1954,332815
110,5,6,2012,278371
106,4,8,1993,215642
90,3,8,1971,204541
76,2,9,1981,128437
91,3,8,1951,273636
77,3,10,1955,190483
50,1,8,2007,71684
118,5,7,2006,254922
81,4,4,1994,157339
76,2,2,2004,121493
57,2,10,1990,118023
102,5,3,2017,241588
66,2,1,1991,123598
92,3,6,1999,206384
59,1,7,2015,100096
116,5,9,1967,356977
109,5,2,1962,299986
113,5,9,2002,281778
92,3,1,2003,161113
108,5,4,1968,282058
63,2,7,1988,118891
82,4,2,1979,189489
102,5,1,1987,250353
55,1,6,2014,77803
90,3,7,2006,145906
96,4,2,1979,165969
71,3,4,2021,159908
73,2,2,1960,188992
81,3,1,1998,160683
103,4,4,1981,211297
